rid,id,text,term,from,to,category,polarity
Z#6,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",Grilled Black Cod,13,30,FOOD#QUALITY,positive
Z#6,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",Grilled Salmon dish,106,125,FOOD#QUALITY,positive
Z#6,Z#6:11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,sake’s,4,10,DRINKS#QUALITY,positive
Z#6,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",frozen black sesame mousse,27,53,FOOD#QUALITY,neutral
Z#6,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",matcha (powdered green tea) and blueberry cheesecake,94,146,FOOD#QUALITY,positive
Z#6,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",brasserie,191,200,RESTAURANT#GENERAL,positive
Z#6,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",brasserie,191,200,RESTAURANT#PRICES,positive
Z#6,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",Zenkichi,95,103,RESTAURANT#GENERAL,positive
Z#6,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",Zenkichi,95,103,AMBIENCE#GENERAL,positive
CLF#6,CLF#6:0,Terrible would be a compliment!,NULL,0,0,RESTAURANT#GENERAL,negative
CLF#6,CLF#6:1,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",service,4,11,SERVICE#GENERAL,negative
CLF#6,CLF#6:3,We paid a fixed pricce but got nothing!!,NULL,0,0,SERVICE#GENERAL,negative
CLF#6,CLF#6:4,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,NULL,0,0,SERVICE#GENERAL,negative
CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",service,63,70,SERVICE#GENERAL,negative
CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",drinks,124,130,DRINKS#PRICES,negative
CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",pita bread,141,151,FOOD#PRICES,negative
CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",NULL,0,0,SERVICE#GENERAL,negative
CLF#6,CLF#6:6,Stay away,NULL,0,0,RESTAURANT#GENERAL,negative
DBG#6,DBG#6:0,Great Shabu Shabu,Shabu Shabu,6,17,FOOD#QUALITY,positive
DBG#6,DBG#6:2,I love it.,NULL,0,0,RESTAURANT#GENERAL,positive
DBG#6,DBG#6:4,I tried a couple other dishes but wasn't too impressed.,dishes,23,29,FOOD#QUALITY,neutral
DBG#6,DBG#6:5,"But for the Shabu Shabu, you won't find much better in NY.",Shabu Shabu,12,23,FOOD#QUALITY,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meat,4,8,FOOD#QUALITY,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",sauces,23,29,FOOD#QUALITY,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",service,92,99,SERVICE#GENERAL,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meal,83,87,FOOD#STYLE_OPTIONS,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",kimchi,49,55,FOOD#PRICES,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",salad,62,67,FOOD#PRICES,positive
DBG#1,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,Korean food,61,72,FOOD#QUALITY,positive
DBG#1,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,fusion twists,77,90,FOOD#QUALITY,positive
DBG#1,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,pork belly tacos,96,112,FOOD#QUALITY,positive
BHD#1,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",hot dogs,4,12,FOOD#QUALITY,positive
BHD#1,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",pork croquette sandwich,77,100,FOOD#QUALITY,positive
BHD#1,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",bun,137,140,FOOD#QUALITY,positive
TR#5,TR#5:0,Restaurant with a view,view,18,22,LOCATION#GENERAL,neutral
TR#5,TR#5:2,The food tasted very good.,food,4,8,FOOD#QUALITY,positive
TR#5,TR#5:3,The family seafood entree was very good.,family seafood entree,4,25,FOOD#QUALITY,positive
TR#5,TR#5:4,The main entree was also very good.,main entree,4,15,FOOD#QUALITY,positive
TR#5,TR#5:6,"Price is high but the food is good, so I would come back again.",food,22,26,FOOD#QUALITY,positive
TR#5,TR#5:6,"Price is high but the food is good, so I would come back again.",food,22,26,FOOD#PRICES,negative
TR#5,TR#5:6,"Price is high but the food is good, so I would come back again.",NULL,0,0,RESTAURANT#GENERAL,positive
Z#7,Z#7:0,This place doesn't make any sense,place,5,10,RESTAURANT#GENERAL,negative
Z#7,Z#7:1,Just want to warn you all - don't waste your time and money.,NULL,0,0,RESTAURANT#GENERAL,negative
Z#7,Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",decor,29,34,AMBIENCE#GENERAL,negative
Z#7,Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",mirrored walls,57,71,AMBIENCE#GENERAL,negative
Z#7,Z#7:3,This place is not inviting and the food is totally weird.,place,5,10,AMBIENCE#GENERAL,negative
Z#7,Z#7:3,This place is not inviting and the food is totally weird.,food,35,39,FOOD#QUALITY,negative
Z#7,Z#7:4,The concept of japanese tapas is newly created and clearly doesn't work.,japanese tapas,15,29,FOOD#STYLE_OPTIONS,negative
Z#7,Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.",food,4,8,FOOD#QUALITY,negative
Z#10,Z#10:0,Good Food,Food,5,9,FOOD#QUALITY,positive
Z#10,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",food,4,8,FOOD#QUALITY,positive
Z#10,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",sitting space,38,51,AMBIENCE#GENERAL,negative
Z#10,Z#10:3,Over all it was a very nice romantic place .,place,37,42,RESTAURANT#GENERAL,positive
Z#10,Z#10:3,Over all it was a very nice romantic place .,place,37,42,AMBIENCE#GENERAL,positive
P#7,P#7:0,Loved it,NULL,0,0,RESTAURANT#GENERAL,positive
P#7,P#7:1,A coworker and I tried Pacifico after work a few Fridays and loved it.,Pacifico,23,31,RESTAURANT#GENERAL,positive
P#7,P#7:2,The atmosphere was great.,atmosphere,4,14,AMBIENCE#GENERAL,positive
P#7,P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",food,4,8,FOOD#QUALITY,positive
P#7,P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",margaritas,63,73,DRINKS#QUALITY,neutral
P#7,P#7:4,"Our waitress wasn't mean, but not especially warm or attentive either.",waitress,4,12,SERVICE#GENERAL,neutral
P#7,P#7:5,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",restaurant,52,62,RESTAURANT#GENERAL,positive
P#7,P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",patio,89,94,AMBIENCE#GENERAL,positive
P#7,P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",NULL,0,0,RESTAURANT#GENERAL,positive
FF#4,FF#4:0,Dumbfoundingly Poor,NULL,0,0,RESTAURANT#GENERAL,negative
FF#4,FF#4:1,"This was, from start to finish, a mind-bogglingly uncomfortable experience.",NULL,0,0,RESTAURANT#GENERAL,negative
FF#4,FF#4:2,Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,NULL,0,0,SERVICE#GENERAL,negative
FF#4,FF#4:3,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,servers,4,11,SERVICE#GENERAL,negative
FF#4,FF#4:4,Polite acknowledgement is out;,NULL,0,0,SERVICE#GENERAL,negative
FF#4,FF#4:5,supercilious scorn is in.,NULL,0,0,SERVICE#GENERAL,negative
FF#4,FF#4:6,"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",NULL,0,0,SERVICE#GENERAL,negative
FF#4,FF#4:7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",server,12,18,SERVICE#GENERAL,negative
FF#4,FF#4:7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",appetizer,92,101,FOOD#QUALITY,positive
FF#4,FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",food,12,16,FOOD#QUALITY,positive
FF#4,FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",NULL,0,0,SERVICE#GENERAL,negative
FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",fit-out,21,28,AMBIENCE#GENERAL,positive
FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",furnishings,46,57,AMBIENCE#GENERAL,positive
FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",wine list,100,109,DRINKS#STYLE_OPTIONS,positive
FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",NULL,0,0,SERVICE#GENERAL,negative
FF#4,FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",NULL,0,0,RESTAURANT#PRICES,negative
FF#4,FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",NULL,0,0,RESTAURANT#GENERAL,negative
FF#4,FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",NULL,0,0,SERVICE#GENERAL,negative
FF#4,FF#4:11,"On that scale, it's a world-beater.",NULL,0,0,RESTAURANT#GENERAL,negative
FF#3,FF#3:0,How is this palce still open?,palce,12,17,RESTAURANT#GENERAL,negative
FF#3,FF#3:1,I honestly don't even know where to begin.,NULL,0,0,RESTAURANT#GENERAL,negative
FF#3,FF#3:3,"We arrived and were seated immediately, which made us both happy.",NULL,0,0,SERVICE#GENERAL,positive
FF#3,FF#3:5,Everything was going good until we got our meals.,NULL,0,0,RESTAURANT#GENERAL,positive
FF#3,FF#3:5,Everything was going good until we got our meals.,meals,43,48,FOOD#QUALITY,negative
FF#3,FF#3:6,I took one look at the chicken and I was appalled.,chicken,23,30,FOOD#STYLE_OPTIONS,negative
FF#3,FF#3:7,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",NULL,0,0,FOOD#STYLE_OPTIONS,negative
FF#3,FF#3:7,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",spinach,61,68,FOOD#QUALITY,negative
FF#3,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",salmon,29,35,FOOD#QUALITY,negative
FF#3,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",salmon,29,35,FOOD#PRICES,negative
FF#3,FF#3:10,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",waitress,19,27,SERVICE#GENERAL,negative
FF#3,FF#3:11,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",spinach,105,112,FOOD#QUALITY,negative
FF#3,FF#3:12,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,NULL,0,0,FOOD#STYLE_OPTIONS,negative
FF#3,FF#3:14,So I decide to report back to the waitress because it was completely inedible.,NULL,0,0,FOOD#QUALITY,negative
FF#3,FF#3:15,"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",NULL,0,0,SERVICE#GENERAL,negative
FF#3,FF#3:16,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",NULL,0,0,SERVICE#GENERAL,negative
FF#3,FF#3:17,"No desert menu, no apology, nothing!!!!!!",NULL,0,0,SERVICE#GENERAL,negative
